Segundos,Bytes_Por_Segundo
9.7,90972
9.8,259920
9.9,258476
10.0,258476
10.1,258476
10.2,258476
10.3,257032
10.4,258476
10.5,257032
10.6,258476
10.7,257032
10.8,257032
10.9,257032
11.0,255588
11.1,257032
11.2,255588
11.3,257032
11.4,255588
11.5,255588
11.6,255588
11.7,255588
11.8,255588
11.9,255588
12.0,254144
12.1,255588
12.2,254144
12.3,254144
12.4,254144
12.5,254144
12.6,254144
12.7,254144
12.8,254144
12.9,252700
13.0,254144
13.1,252700
13.2,254144
13.3,252700
13.4,252700
13.5,252700
13.6,252700
13.7,252700
13.8,252700
13.9,252700
14.0,251256
14.1,252700
14.2,251256
14.3,252700
14.4,251256
14.5,251256
14.6,251256
14.7,251256
14.8,251256
14.9,251256
15.0,251256
15.1,251256
15.2,249812
15.3,251256
15.4,251256
15.5,249812
15.6,251256
15.7,249812
15.8,249812
15.9,251256
16.0,249812
16.1,249812
16.2,249812
16.3,249812
16.4,249812
16.5,249812
16.6,249812
16.7,248368
16.8,249812
16.9,249812
17.0,248368
17.1,249812
17.2,249812
17.3,248368
17.4,249812
17.5,248368
17.6,248368
17.7,249812
17.8,248368
17.9,248368
18.0,248368
18.1,249812
18.2,248368
18.3,248368
18.4,248368
18.5,248368
18.6,248368
18.7,248368
18.8,248368
18.9,248368
19.0,248368
19.1,248368
19.2,248368
19.3,248368
19.4,248368
19.5,246924
19.6,248368
19.7,248368
19.8,248368
19.9,246924
20.0,248368
20.1,248368
20.2,248368
20.3,246924
20.4,248368
20.5,248368
20.6,246924
20.7,248368
20.8,248368
20.9,246924
21.0,248368
21.1,248368
21.2,246924
21.3,248368
21.4,248368
21.5,246924
21.6,248368
21.7,248368
21.8,246924
21.9,248368
22.0,248368
22.1,248368
22.2,246924
22.3,248368
22.4,248368
22.5,246924
22.6,248368
22.7,248368
22.8,248368
22.9,248368
23.0,246924
23.1,248368
23.2,248368
23.3,248368
23.4,248368
23.5,248368
23.6,248368
23.7,248368
23.8,248368
23.9,248368
24.0,248368
24.1,248368
24.2,248368
24.3,248368
24.4,249812
24.5,248368
24.6,248368
24.7,248368
24.8,249812
24.9,248368
25.0,248368
25.1,249812
25.2,248368
25.3,249812
25.4,248368
25.5,249812
25.6,249812
25.7,248368
25.8,249812
25.9,249812
26.0,249812
26.1,249812
26.2,249812
26.3,249812
26.4,249812
26.5,249812
26.6,249812
26.7,249812
26.8,249812
26.9,251256
27.0,249812
27.1,249812
27.2,251256
27.3,249812
27.4,251256
27.5,251256
27.6,249812
27.7,251256
27.8,251256
27.9,251256
28.0,251256
28.1,251256
28.2,251256
28.3,252700
28.4,251256
28.5,251256
28.6,252700
28.7,251256
28.8,252700
28.9,251256
29.0,252700
29.1,252700
29.2,252700
29.3,252700
29.4,252700
29.5,252700
29.6,252700
29.7,252700
29.8,252700
29.9,254144
30.0,252700
30.1,254144
30.2,254144
30.3,252700
30.4,254144
30.5,254144
30.6,254144
30.7,254144
30.8,255588
30.9,254144
31.0,254144
31.1,255588
31.2,254144
31.3,255588
31.4,255588
31.5,255588
31.6,255588
31.7,255588
31.8,255588
31.9,255588
32.0,257032
32.1,255588
32.2,257032
32.3,255588
32.4,257032
32.5,257032
32.6,257032
32.7,257032
32.8,257032
32.9,258476
33.0,257032
33.1,258476
33.2,257032
33.3,258476
33.4,258476
33.5,258476
33.6,258476
33.7,258476
33.8,258476
33.9,259920
34.0,258476
34.1,259920
34.2,259920
34.3,259920
34.4,259920
34.5,259920
34.6,259920
34.7,261364
34.8,259920
34.9,261364
35.0,261364
35.1,259920
35.2,261364
35.3,47652
