Segundos,Bytes_Por_Segundo
9.715,2888
9.716,1444
9.717,2888
9.718,2888
9.719,2888
9.72,2888
9.721,1444
9.722,2888
9.723,2888
9.724,2888
9.725,1444
9.726,2888
9.727,2888
9.728,2888
9.729,2888
9.73,2888
9.731,1444
9.732,2888
9.733,2888
9.734,2888
9.735,1444
9.736,2888
9.737,2888
9.738,2888
9.739,2888
9.74,1444
9.741,2888
9.742,2888
9.743,2888
9.744,2888
9.745,1444
9.746,2888
9.747,2888
9.748,2888
9.749,2888
9.75,1444
9.751,2888
9.752,2888
9.753,2888
9.754,2888
9.755,1444
9.756,2888
9.757,2888
9.758,2888
9.759,1444
9.76,2888
9.761,2888
9.762,2888
9.763,2888
9.764,1444
9.765,2888
9.766,2888
9.767,2888
9.768,2888
9.769,1444
9.77,2888
9.771,2888
9.772,2888
9.773,1444
9.774,2888
9.775,2888
9.776,2888
9.777,2888
9.778,2888
9.779,1444
9.78,2888
9.781,2888
9.782,2888
9.783,1444
9.784,2888
9.785,2888
9.786,2888
9.787,2888
9.788,1444
9.789,2888
9.79,2888
9.791,2888
9.792,2888
9.793,1444
9.794,2888
9.795,2888
9.796,2888
9.797,2888
9.798,1444
9.799,2888
9.8,2888
9.801,2888
9.802,2888
9.803,1444
9.804,2888
9.805,2888
9.806,2888
9.807,2888
9.808,1444
9.809,2888
9.81,2888
9.811,2888
9.812,2888
9.813,1444
9.814,2888
9.815,2888
9.816,2888
9.817,2888
9.818,1444
9.819,2888
9.82,2888
9.821,2888
9.822,2888
9.823,1444
9.824,2888
9.825,2888
9.826,2888
9.827,1444
9.828,2888
9.829,2888
9.83,2888
9.831,2888
9.832,1444
9.833,2888
9.834,2888
9.835,2888
9.836,2888
9.837,1444
9.838,2888
9.839,2888
9.84,2888
9.841,2888
9.842,1444
9.843,2888
9.844,2888
9.845,2888
9.846,2888
9.847,1444
9.848,2888
9.849,2888
9.85,2888
9.851,1444
9.852,2888
9.853,2888
9.854,2888
9.855,2888
9.856,1444
9.857,2888
9.858,2888
9.859,2888
9.86,2888
9.861,1444
9.862,2888
9.863,2888
9.864,2888
9.865,2888
9.866,1444
9.867,2888
9.868,2888
9.869,2888
9.87,2888
9.871,1444
9.872,2888
9.873,2888
9.874,2888
9.875,2888
9.876,1444
9.877,2888
9.878,2888
9.879,2888
9.88,1444
9.881,2888
9.882,2888
9.883,2888
9.884,2888
9.885,1444
9.886,2888
9.887,2888
9.888,2888
9.889,2888
9.89,1444
9.891,2888
9.892,2888
9.893,2888
9.894,2888
9.895,1444
9.896,2888
9.897,2888
9.898,2888
9.899,2888
9.9,1444
9.901,2888
9.902,2888
9.903,2888
9.904,2888
9.905,1444
9.906,2888
9.907,2888
9.908,2888
9.909,1444
9.91,2888
9.911,2888
9.912,2888
9.913,2888
9.914,1444
9.915,2888
9.916,2888
9.917,2888
9.918,2888
9.919,1444
9.92,2888
9.921,2888
9.922,2888
9.923,2888
9.924,1444
9.925,2888
9.926,2888
9.927,2888
9.928,2888
9.929,1444
9.93,2888
9.931,2888
9.932,2888
9.933,1444
9.934,2888
9.935,2888
9.936,2888
9.937,2888
9.938,1444
9.939,2888
9.94,2888
9.941,2888
9.942,2888
9.943,1444
9.944,2888
9.945,2888
9.946,2888
9.947,1444
9.948,2888
9.949,2888
9.95,2888
9.951,2888
9.952,1444
9.953,2888
9.954,2888
9.955,2888
9.956,2888
9.957,1444
9.958,2888
9.959,2888
9.96,2888
9.961,2888
9.962,1444
9.963,2888
9.964,2888
9.965,2888
9.966,2888
9.967,1444
9.968,2888
9.969,2888
9.97,2888
9.971,2888
9.972,1444
9.973,2888
9.974,2888
9.975,2888
9.976,1444
9.977,2888
9.978,2888
9.979,2888
9.98,2888
9.981,1444
9.982,2888
9.983,2888
9.984,2888
9.985,2888
9.986,1444
9.987,2888
9.988,2888
9.989,2888
9.99,2888
9.991,1444
9.992,2888
9.993,2888
9.994,2888
9.995,1444
9.996,2888
9.997,2888
