Intervalos,Densidade de Probabilidade
0.0,0.0833333333333333
2.5000625015758893e-05,0.0
5.000125003130052e-05,0.0
7.500187504684215e-05,0.0
0.00010000250006260104,0.0
0.00012500312507814266,0.0
0.00015000375009379294,0.0
0.0001750043751094432,0.0
0.00020000500012498483,0.0
0.00022500562514074371,0.0
0.0002500062501562853,0.0
0.00027500687517182694,0.0
0.0003000075001875859,0.0
0.0003250081252031275,0.0
0.0003500087502188864,0.0
0.000375009375234428,0.0
0.00040001000024996966,0.0
0.00042501062526572854,0.0
0.00045001125028127015,0.0
0.0004750118752969204,0.0
0.0005000125003125707,0.0
0.0005250131253281123,0.0
0.0005500137503438712,0.0
0.0005750143753594128,0.0
0.0006000150003750631,0.0
0.0006250156253907133,0.0
0.000650016250406255,0.0
0.0006750168754220138,0.0
0.0007000175004375555,0.0
0.0007250181254530971,0.0
0.000750018750468856,0.0
0.0007750193754843976,0.0
0.0008000200005000478,0.0
0.0008250206255156981,0.0
0.0008500212505312398,0.0
0.0008750218755469986,0.0
0.0009000225005625403,0.0
0.000925023125578082,0.0
0.0009500237505938408,0.0
0.0009750243756093825,0.0
0.0010000250006251413,0.0
0.0010250256256406829,0.0
0.0010500262506562246,0.0
0.0010750268756719835,0.0
0.001100027500687525,0.0
0.0011250281257031754,0.0
0.0011500287507188256,0.0
0.0011750293757343672,0.0
0.0012000300007501262,0.0
0.0012250306257656678,0.0
0.001250031250781318,0.0
0.0012750318757969684,0.0
0.00130003250081251,0.0
0.0013250331258282688,0.0
0.0013500337508438104,0.0
0.0013750343758593521,0.0
0.001400035000875111,0.0
0.0014250356258906525,0.0
0.001450036250906303,0.0
0.0014750368759219531,0.0
0.0015000375009374947,0.0
0.0015250381259532537,0.0
0.0015500387509687953,0.0
0.0015750393759844455,0.0
0.0016000400010000957,0.0
0.0016250406260156375,0.0
0.0016500412510313963,0.0
0.0016750418760469378,0.0
0.0017000425010624796,0.0
0.0017250431260782385,0.0
0.00175004375109378,0.0
0.001775044376109539,0.0
0.0018000450011250806,0.0
0.0018250456261406222,0.0
0.0018500462511563812,0.0
0.0018750468761719228,0.0
0.001900047501187573,0.0
0.0019250481262032232,0.0
0.001950048751218765,0.0
0.001975049376234524,0.0
0.0020000500012500653,0.0
0.002025050626265607,0.0
0.0020500512512813657,0.0
0.0020750518762969075,0.0
0.0021000525013126665,0.0
0.002125053126328208,0.0
0.0021500537513437497,0.0
0.0021750543763595087,0.0
0.00220005500137505,0.0
0.0022250556263907007,0.0
0.002250056251406351,0.0
0.0022750568764218922,0.0
0.0023000575014376513,0.0
0.002325058126453193,0.0
0.0023500587514687344,0.0
0.0023750593764844934,0.0
0.002400060001500035,0.0
0.002425060626515794,0.0
0.0024500612515313356,0.0
0.0024750618765468774,0.0
0.002500062501562636,0.0
0.0025250631265781778,0.0
0.002550063751593828,0.0
0.002575064376609478,0.0
0.00260006500162502,0.0
0.0026250656266407785,0.0
0.0026500662516563203,0.0
0.0026750668766719705,0.0
0.0027000675016876207,0.0
0.0027250681267031625,0.0
0.0027500687517189215,0.0
0.002775069376734463,0.0
0.0028000700017500046,0.0
0.0028250706267657637,0.0
0.002850071251781305,0.0
0.0028750718767969557,0.0
0.002900072501812606,0.0
0.002925073126828147,0.0
0.0029500737518439062,0.0
0.002975074376859448,0.0
0.0030000750018750982,0.0
0.0030250756268907484,0.0
0.0030500762519061813,0.0
0.003075076876922049,0.0
0.0031000775019375906,0.0
0.0031250781269530235,0.0
0.003150078751968891,0.0
0.0031750793769844327,0.0
0.003200080002000083,0.0
0.003225080627015733,0.0
0.003250081252031275,0.0
0.0032750818770470335,0.0
0.0033000825020625753,0.0
0.0033250831270782255,0.0
0.0033500837520938757,0.0
0.0033750843771094175,0.0
0.0034000850021251765,0.0
0.003425085627140718,0.0
0.0034500862521562596,0.0
0.0034750868771720187,0.0
0.00350008750218756,0.0
0.00352508812720321,0.0
0.003550088752218861,0.0
0.003575089377234402,0.0
0.0036000900022501612,0.0
0.003625090627265703,0.0
0.003650091252281353,0.0
0.0036750918772970034,0.0
0.003700092502312545,0.0
0.003725093127328304,0.0
0.0037500937523438456,0.0
0.003775094377359387,0.0
0.003800095002375146,0.0
0.0038250956273906877,0.0
0.003850096252406338,0.0
0.003875096877421988,0.0
0.00390009750243753,0.0
0.00392509812745318,0.0
0.00395009875246883,0.0
0.0039750993774844805,0.0
0.004000100002500022,0.0
0.0040251006275156724,0.0
0.004050101252531431,0.0
0.004075101877546864,0.0
0.004100102502562515,0.0
0.004125103127578273,0.0
0.004150103752593707,0.0
0.004175104377609574,0.0
0.004200105002625115,0.0
0.004225105627640549,0.0
0.004250106252656416,0.0
0.0042751068776719576,0.0
0.004300107502687608,0.0
0.004325108127703258,0.0
0.0043501087527188,0.0
0.004375109377734559,0.0
0.0044001100027501,0.0
0.004425110627765642,0.0
0.004450111252781401,0.0
0.004475111877796942,0.0
0.004500112502812702,0.0
0.0045251131278282435,0.0
0.0045501137528437844,0.0
0.004575114377859544,0.0
0.004600115002875086,0.0
0.004625115627890736,0.0
0.004650116252906386,0.0
0.004675116877921927,0.0
0.0047001175029376865,0.0
0.004725118127953228,0.0
0.0047501187529688784,0.0
0.004775119377984529,0.0
0.00480012000300007,0.0
0.004825120628015829,0.0
0.004850121253031371,0.0
0.004875121878046913,0.0
0.004900122503062671,0.0
0.004925123128078213,0.0
0.004950123753093863,0.0
